category,title,also_buy,brand,rank,also_view,main_cat,Price,asin,details,descriptionstring
"['Books', 'Politics & Social Sciences', 'Philosophy']",The Birth of Tragedy and The Genealogy of Morals,"['0393304515', '0679724656', '0140441182', '0679733736', '1434436810']",Friedrich Wilhelm Nietzsche,"2,472,633 in Books (","['0385092105', '0140445145']",Books,16.27,B0006AUKAY,"{'Paperback:': '299 pages', 'Publisher:': 'Doubleday; Doubleday Anchor Books # A81, 1st edition (1956)', 'Language:': 'English', 'ISBN-10:': '0385092105', 'ISBN-13:': '978-0385092104', 'ASIN:': 'B0006AUKAY', '\n    Package Dimensions: \n    ': '7 x 3.9 x 0.7 inches', 'Shipping Weight:': '6.4 ounces ('}",Excellent Book
"['Books', ""Children's Books""]",The Mystery of the Vanishing Lady (The Vicki Barr Flight Stewardess Series),"['1258100053', 'B0007FLJDK', '1258098261', 'B0007FB188', 'B0007F32YE', 'B0007END0S', 'B0007FB17E', 'B0007EL6W0']",Visit Amazon's Helen Wells Page,"2,758,205 in Books (",[],Books,22.56,B0007G44XQ,"{'Series:': 'The Vicki Barr flight stewardess series', 'Hardcover:': '214 pages', 'Publisher:': 'Grosset & Dunlap; 1st edition (1954)', 'Language:': 'English', 'ASIN:': 'B0007G44XQ', '\n    Package Dimensions: \n    ': '7.5 x 5 x 0.8 inches', 'Shipping Weight:': '10.4 ounces'}","Young Adult Series Fiction,,"
"['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense']",Behind the Crimson Blind,['0821724630'],Visit Amazon's Carter Dickson Page,"4,797,799 in Books (","['0821721704', '0821723170', '0821729284', '1558820159', '0881841013', '0821724630', '0930330870', '0553203738', '0930330889', '1601870612', '0821723847', '1558820191', '0930330862', '0020188005', '0881842885', '0930330226', '0821726870', '0930330854', '0020188102']",Books,5.69,B000FX2VH2,"{'Hardcover:': '249 pages', 'Publisher:': 'Morrow (1952)', 'Language:': 'English', 'ASIN:': 'B000FX2VH2', '\n    Package Dimensions: \n    ': '8.4 x 5.9 x 1.2 inches', 'Shipping Weight:': '8.8 ounces'}","very good 1952 , cover has a cigarette burn and pages 22-23 have a small stain"
"['Books', 'Literature & Fiction', 'British & Irish']",The Twisted Root - A William Monk Novel,"['0345433262', '0449908496', '0449908488', '0345469291', '0345440013', '0449910784', '0345440099', '034551064X', '0345440056', '034546933X', '044990847X', '044990637X', '0449906388', '0425285014', 'B000KI0VOC', '0345548434', '0345510607', '0345536703', '1101886358', '0345523741', '0399179917', '1101886323', '0525620958', '0345514068', '0399179941', '1410480364', '0399179887', '0345513959', '0449905543', '034551405X', '0449907554', '0425285073', '0345513568', '0345514033', '0345469348', '0345514041', '0345510615', '0345433270', '1410467481', '0345514149', '034553672X', '0345469275', '0345513975', '0345514165', '0345514203', '0553391402', '1101886374', '034544003X', '0345514025', '0425284980', '0345514122', '0345480937', '0345476700', '0345510658', '0345513983', '1250170389', '0345432983', '0345524632', '0345514076', '1250311365', '0345514181', '0449908453', '0345536665', '0345514114', '0062436635', '0345513991', '0345514009', '0345548450', '0345469313', '0345502035', '0345456580', '0345433289', '0345514017', '0345485815', '0345513967', '0345523679', '0312042663', '0345456602', '006267871X', '0345510585', '0449005925', '1538761394', '1410477150', '0062834827', '1101886382', '0385544154', '0449906361', '0345510623', 'B0027PEJNK', '0449905691', '0345523733', '1585470171', '0553391410', '0345510666', '0312595980', '0449905675', '0345456521', '0345523709', '0345514173', '0449908445']",Visit Amazon's Anne Perry Page,"3,654,282 in Books (","['0345514025', '0345514122', '0345514068', '0345514149', '0345523741', '034551405X', '0425285030', '0345514009', '0399179917', '034551355X', '0345513983', '0345514165', '0345469291', '0525620958', '0399179887', '0553391402', '0399179941', '0345514181', '0345548450', '0345513967', '1101886374', '0345469348', '0345513975', '0345514130', '0345513940', '0345510658', '0345514017', '0062678825', '0345432983', '0425285006', '0345510615', '034553672X', '0345514033', '0345513959', '0345513568', '0345513991']",Books,19.99,B000OLIAJS,"{'Publisher:': 'Ballantine Books (1999)', 'ASIN:': 'B000OLIAJS', '\n    Package Dimensions: \n    ': '8.3 x 5.8 x 1 inches', 'Shipping Weight:': '11.2 ounces ('}",(from VARIETY 2010 on amazon marketplace This is the exact book you will receive. see picture listed)
[],"Fons &amp; Porter's Love of Quilting, Vol. 15, Issue 91 (January-February, 2011)",[],Marianne Fons and Liz Porter,"5,539,621 in Books (",[],Books,9.99,B004G3JXAA,"{'Publisher:': 'New Track Media, L.L.C. (2010)', 'Language:': 'English', 'ASIN:': 'B004G3JXAA', '\n    Package Dimensions: \n    ': '10.2 x 7.6 x 0.2 inches', 'Shipping Weight:': '8.5 ounces'}",34 Projects 90 70 76 ... Easy: Fabric Weaving 18 6 Fons R Porter's Love of Quilting
[],Spirit of Apollo,[],Sidney Newton Bremer,"686,007 in Books (",[],Books,23.95,B0006W4HQA,"{'Paperback:': '496 pages', 'Publisher:': 'Successful Achievement; Award Winning Edition edition (1971)', 'ASIN:': 'B0006W4HQA', '\n    Package Dimensions: \n    ': '8.2 x 5.4 x 1.1 inches', 'Shipping Weight:': '1.4 pounds'}","Nothing and no one but yourself can prevent you from attaining your ambition.

What one man can do, or has done, reveals an open door that all others may enter. 

We've not only got to believe, we've got to expect to such an extent that we can already see ourselves in possession of the desired result.,,"
"['Books', 'Arts &amp; Photography', 'History &amp; Criticism']",Colors of Whimsy 3: Highly detailed drawings for the intermediate to advanced colorist! (Volume 3),"['1514799286', '8799837579', '1423647068', '1423649168', '0735211094', '1454920890', '1423648080', '0399582258', 'B0758J1575', '0738757527', '0997595922', '1533392757', '1545070415', '0997548177', '1530764114', '1423649869', '0997548193', '1547288418', '1549587102', '1545085293', '1544081022', '0996603050', '1542907721', '1535253762', '1533006733', '1548236241', '1544130414', '1454920920', '0738750018', '0738758019', '1548075930', '0997548150', 'B001GQ37ZW']",Bev Choy,"3,037,659 in Books (",[],Books,9.99,8793385226,"{'Series:': 'Colors of Whimsy', 'Paperback:': '66 pages', 'Publisher:': 'Global Doodle Gems Anna-Marie Vibeke Wedel (November 24, 2015)', 'Language:': 'English', 'ISBN-10:': '9788793385221', 'ISBN-13:': '978-8793385221', 'ASIN:': '8793385226', '\n    Product Dimensions: \n    ': '8.5 x 0.2 x 11 inches', 'Shipping Weight:': '8 ounces ('}",","
[],The Checkerboard Corridor,[],RIXIE HUNTER,"6,302,116 in Books (",[],Books,8.97,B000RY37MC,"{'Hardcover:': '394 pages', 'Publisher:': 'BLAIR; 1st edition (1967)', 'Language:': 'English', 'ASIN:': 'B000RY37MC', '\n    Package Dimensions: \n    ': '9.4 x 6.4 x 1.4 inches', 'Shipping Weight:': '1.8 pounds'}","The Checkerboard Corridor [hardcover] RIXIE HUNTER [Jan 01, 1967],,"
"['Books', 'Comics & Graphic Novels', 'Publishers']",Captain America #263 &quot;Red Skull Appearance&quot;,[],DEMATTEIS,"6,922,992 in Books (",[],Books,4.99,B008A0NAR2,"{'Publisher:': 'MARVEL COMICS (1981)', 'ASIN:': 'B008A0NAR2'}","Captain America #263 ""Red Skull Appearance"""
"['Books', 'Reference', 'English as a Second Language']",Random House Webster's College Dictionary : Indexed,"['0446370290', '0816508992', '0375426000', '0375425993', '0394500504', '0547857853']",Random House,"9,678,649 in Books (","['0877798095', '1328859444', '0375426000', '0394435001', '0375425993', '087779295X', '0394500504', '0877792011', '0345447255', '087779636X', '0553583220', '0679429174', '0618098488', '0618835954', '0028631188', '0394471768', '0028631196', '0199640947', '0679458549', '0877797366', '0544785673', '0195392884', '1596951478', '0764564919', '0517150263', '0618701729', '0877798184', '0877795304', '0877797099', '1328841693', '087779863X', '0199729956', '0618953159', '0816508992', '0764565451', '0451219058', '1596950943', 'B004SYPYMI']",Books,14.98,B00004THMN,"{'Publisher:': 'Random House Reference & (June 1997)', 'ASIN:': 'B00004THMN', '\n    Package Dimensions: \n    ': '9.9 x 7.4 x 2.2 inches'}","Random House's 1997 college edition, thoroughly modern and inexpensive, is as current as dictionaries get, including '90s lingo (such as ""carjacking,"" ""Ebonics,"" ""lap dance,"" ""Prozac,"" and ""Web site"") in their 1500-plus pages and 160,000-plus entries. Their definitions are up-to-date, too, giving the most common meanings first, with less emphasis devoted to etymology, and they have a handy appendix featuring foreign alphabets, writers' guides, holidays, state capitals, books of the Bible, world maps, proofreader's marks, metric equivalents, and the periodic table. With festive red letter tabs and more than 800 illustrations, it's attractive as well as practical. -- <i>Amazon.com</i>,<b>The best guidance on sensitive and offensive language</b>,The first edition of this dictionary, published in 1991, was hailed nationally for breaking ground in providing sound advice on how to avoid sexist language. Continuing in that tradition, the 1999 revision of Random House Webster's College Dictionary includes completely rewritten entries for over 300 of our language's most sensitive words, many of them referring to ethnicity, religion, and sexual orientation.,Clear labeling in these entries shows the degree of a word's offensiveness, and terms that are offensive even if they are not intended to offend are also clearly explained. Usage notes appear at the beginning of entries for extremely offensive terms -- so they are impossible to miss. Nuances of uses are clearly explained, as is the reclaiming of some terms by certain groups.,In addition to the revised entries, the book also includes an essay, ""Avoiding Insensitive and Offensive Language,"" an invaluable tool for today's home, school, and workplace.,Endorsements for Random House Webster's College Dictionary, 1999 edition:,""We recommend the new edition of Random House Webster's College Dictionary. [It] has set the standard for America's level of awareness...""<br /> -- Joan M. Garry, Executive Director, GLAAD,""...Reflects a fidelity to the highest intellectual and ethical, as well as academic, standards, setting an admirable example for other publishers in this field.""<br /> -- Abraham H. Foxman, National Director, Anti-Defamation League,""Precision and clarity in speech and writing, and accuracy in definition -- both factual and sensitive -- is crucial. I commend you on your effort.""<br /> -- Richard D. Heideman, President B'nai B'rith International,""Thank you for continuing to provide a wonderful service.... It speaks volumes to the progress we have made as a nation...""<br /> --Elizabeth Birch, Executive Director, Human Rights Campaign,,"
[],"The Consulting Process in Action by Lippitt,Gordon L.; Lippitt,Ronald. [1994,2nd Edition.] Paperback","['0070343098', '1422121380', '1452203113', '0787958476', '1936523019', '0804762600', '0205617131', '0520258444', '0691146217', '1412981816', '1506331726', '0195004620', '0521097126', '0226757765']",Lippitt,"7,286,832 in Books (",[],Books,56.33,B008YSTO6G,"{'Publisher:': 'Pfeifer (1994)', 'ASIN:': 'B008YSTO6G', '\n    Package Dimensions: \n    ': '8.4 x 5.8 x 0.7 inches', 'Shipping Weight:': '12.6 ounces ('}","The Consulting Process in Action by Lippitt,Gordon L.; Lippitt,Ronald. [1994,2nd Edition.] Paperback"
"['Books', 'Comics & Graphic Novels', 'Comic Books']",Adventure Comics #428 &quot;1st Appearance Black Orchid&quot;,[],D.C.,"6,261,579 in Books (",[],Books,69.98,B0059WO5NM,"{'Publisher:': 'DC COMICS (1973)', 'ASIN:': 'B0059WO5NM'}","ADVENTURE COMICS #428 ""1ST APPEARANCE BLACK ORCHID"""
"['Books', 'Arts &amp; Photography', 'History &amp; Criticism']",Guro: Visions of Africa Series,"['8874397003', '8874398204', '8874395736', '8874395876', '8874394012', '8874392974', '8874394047', '8874393849', '8874395159', '8874396074', '8874396325', '8874392931', '1588395758', '0500282315', '8874392958', '8874396562', '8874397437', '0822520788', '0300103581', '8874393482', '3791338072', '0847845214', '3791354337', '0500203644', '0253216125', '0300222440']",Anne-Marie Bouttiaux,"1,097,984 in Books (","['8874397003', '8874398204', '8874394012', '8874395876', '8874393849', '8874395159', '8874392974', '8874396074', '8874395736', '8874396325']",Books,21.97,8874397321,"{'Series:': 'Visions of Africa', 'Paperback:': '160 pages', 'Publisher:': '5 Continents Editions (September 27, 2016)', 'Language:': 'English', 'ISBN-10:': '8874397321', 'ISBN-13:': '978-8874397327', '\n    Product Dimensions: \n    ': '9.5 x 0.8 x 6.5 inches', 'Shipping Weight:': '1.4 pounds ('}",",,,"
[],Strange esp,[],Warren Smith,"6,255,625 in Books (",[],Books,5.69,B0007EEI48,"{'Mass Market Paperback:': '128 pages', 'Publisher:': 'Popular Library (1969)', 'Language:': 'English', 'ASIN:': 'B0007EEI48', '\n    Package Dimensions: \n    ': '6.7 x 4.2 x 0.4 inches', 'Shipping Weight:': '2.4 ounces'}","Documented case histories of people with amazing powers of the mind, powers that go beyond the world we know into another sphere, the sphere of ESP. Here are people who have proved beyond doubt that they can see into the future, communicate with the dead, exist in two places at once, create matter out of nothingness. Their stories are told exactly as they happened with none of the eerie details left out. All are absolutely true!"
"['Books', 'Science Fiction & Fantasy', 'Science Fiction']","Tarzan And The Madman (Hard bound first edition, 1964 Canaveral Press)",[],Burroughs  Edgar Rice,"5,356,973 in Books (","['0345295625', '1977870465', '1976040361', '152387113X', '0345219120']",Books,150.0,B000K5TL0U,"{'Publisher:': 'Canaveral Press; First Edition edition (1964)', 'ASIN:': 'B000K5TL0U', '\n    Package Dimensions: \n    ': '9 x 6 x 1 inches', 'Shipping Weight:': '1.4 pounds ('}","Tarzan of the Apes had heard only rumors of the Kavuru-a race of strange white savages. But when they stole the daugher of Muviro, chief of the Waziri, the Lord of the Jungle set on in search of their legend-shrouded village on a mission of rescue-or, if need be, of revenge...."
[],"Nueve Peldaos, Los - Nacer Y Renacer-",[],GIVAUDAN ANNE,"3,990,158 in Books (",[],Books,193.0,8489957819,"{'Language:': 'Spanish', 'ISBN-10:': '8489957819', 'ISBN-13:': '978-8489957817', '\n    Package Dimensions: \n    ': '8.5 x 5.7 x 0.6 inches', 'Shipping Weight:': '8.5 ounces ('}","Tras varios aos de investigacin sobre la vida ms all de la vida. Anne Givaudan y Daniel Meurois nos transmiten su experiencia intuitiva sobre el mundo anterior al nacimiento.Proyectando la conciencia. acompaaron durante nueve meses a un alma que se dispona a nacer.Construido como un reportaje sobre las transformaciones fsicas y psquicas. con un estilo directo y sencillo. este libro ofrece informacin til para aquellos que se preparan para ser padres. as como para los que ven en la vida una fuente inagotable de maravillas.,,"
